hanzi,pinyin,english,hsk_level,category,frequency_rank
取消,qǔxiāo,to cancel,5,Verb,3084
难过,nánguò,to feel upset,3,Adjective,3092
愿望,yuànwàng,desire,5,Noun,3101
情景,qíngjǐng,situation,5,Noun,3104
碰,pèng,to bump; to touch,5,Verb,3105
标志,biāozhì,"symbol, mark",5,Noun,3122
可见,kějiàn,it can clearly be seen (that this is the case),5,Conjunction,3123
森林,sēnlín,forest,4,Noun,3124
装修,zhuāngxiū,to renovate,5,Verb,3127
密码,mìmǎ,"password, PIN",4,Noun,3129
等于,děngyú,to be equal to,5,Verb,3139
家乡,jiāxiāng,hometown,5,Noun,3140
交往,jiāowǎng,(interpersonal) relationship,5,Noun,3147
交往,jiāowǎng,to date (someone),5,Verb,3147
句子,jùzi,sentence,3,Noun,3151
目录,mùlù,"index, table of contents",5,Noun,3152
宝贝,bǎobèi,"treasure, baby (term of affection)",5,Noun,3161
搬,bān,"to move (house, or large heavy objects)",3,Verb,3162
发言,fāyán,"speech, statement",5,Noun,3168
发言,fāyán,"to give a speech, to make a statement",5,Verb,3168
笑话,xiàohuà,joke,4,Noun,3169
笑话,xiàohuà,to laugh at,4,Verb,3169
钥匙,yàoshi,key,4,Noun,3172
锻炼,duànliàn,"to exercise, to work out, to train a skill",3,Verb,3174
醉,zuì,to become intoxicated,5,Verb,3175
改善,gǎishàn,to make better,5,Verb,3177
成就,chéngjiù,accomplishment,5,Noun,3182
公平,gōngpíng,fair,5,Adjective,3183
降低,jiàngdī,to reduce,4,Verb,3185
干脆,gāncuì,straightforward,5,Adjective,3187
干脆,gāncuì,might as well,5,Adverb,3187
公寓,gōngyù,apartment,5,Noun,3191
眼镜,yǎnjìng,glasses,3,Noun,3194
眼镜,yǎnjìng,glasses,4,Noun,3194
去世,qùshì,"to pass away, to die",5,Verb,3200
何况,hékuàng,"let alone, what's more",5,Conjunction,3203
规律,guīlǜ,"regular pattern, rule, law",5,Noun,3205
因而,yīnér,therefore,5,Conjunction,3206
锅,guō,"wok, pot, pan",5,Noun,3213
首都,shǒudū,capital (city),4,Noun,3215
现金,xiànjīn,cash,4,Noun,3222
证据,zhèngjù,evidence,5,Noun,3223
分手,fēnshǒu,to break up (of two lovers),5,Verb,3227
苹果,píngguǒ,apple,1,Noun,3228
暖,nuǎn,warm,4,Adjective,3236
受伤,shòushāng,to be hurt,5,Noun,3238
激烈,jīliè,intense,5,Adverb,3246
特征,tèzhēng,characteristic,5,Noun,3247
结论,jiélùn,conclusion,5,Noun,3248
播放,bōfàng,to broadcast,5,Verb,3250
利润,lìrùn,profit,5,Noun,3255
烂,làn,rotten; overcooked; lousy,5,Adjective,3256
具备,jùbèi,to possess,5,Verb,3260
坚决,jiānjué,"firm, resolute",5,Adjective,3262
月亮,yuèliang,the moon,3,Noun,3263
牛奶,niúnǎi,(cow) milk,2,Noun,3275
祝,zhù,to wish,3,Verb,3278
善良,shànliáng,"kind, nice",5,Adjective,3281
水果,shuǐguǒ,fruit,1,Noun,3288
肩膀,jiānbǎng,shoulder,5,Noun,3291
淡,dàn,weak in color or taste,5,Adjective,3292
绕,rào,"to revolve, to move around, to wind",5,Verb,3297
超市,chāoshì,supermarket,3,Noun,3300
批准,pīzhǔn,to approve,5,Verb,3316
平常,píngcháng,usually,5,Adverb,3320
私人,sīrén,"private, personal",5,Adjective,3321
临时,línshí,"temporary, at the last minute",5,Adjective,3323
进口,jìnkǒu,to import,5,Verb,3327
功夫,gōngfu,kung fu; effort,4,Noun,3338
得意,déyì,proud of oneself; pleased with oneself; complacent,4,Adjective,3339
宾馆,bīnguǎn,hotel,2,Noun,3340
宾馆,bīnguǎn,hotel,3,Noun,3340
幻想,huànxiǎng,to halliucinate,5,Verb,3343
税,shuì,tax,5,Noun,3344
词典,cídiǎn,dictionary (of words),3,Noun,3345
吨,dūn,ton,5,Measure Word,3348
录取,lùqǔ,"to recruit, to enroll",5,Verb,3351
确认,quèrèn,to confirm,5,Verb,3352
指挥,zhǐhuī,to conduct,5,Verb,3356
相反,xiāngfǎn,opposite,4,Conjunction,3358
公斤,gōngjīn,kilogram (kg),3,Measure Word,3363
俱乐部,jùlèbù,club,5,Noun,3364
信任,xìnrèn,trust,5,Noun,3367
信任,xìnrèn,"to trust, to have confidence in",5,Verb,3367
着急,zháojí,to be anxious,3,Adjective,3368
精力,jīnglì,energy,5,Noun,3369
形容,xíngróng,to describe,5,Verb,3372
不安,bù'ān,uneasy,5,Adjective,3373
煮,zhǔ,to boil,5,Verb,3374
身材,shēncái,"figure, body shape",5,Noun,3379
公主,gōngzhǔ,princess,5,Noun,3380
大夫,dàifu,doctor,4,Noun,3383
北方,běifāng,the north,3,Noun,3393
浅,qiǎn,"shallow (of water), light (of colors)",5,Adjective,3395
禁止,jìnzhǐ,to prohibit; to forbid; to ban,4,Verb,3396
幸运,xìngyùn,lucky,5,Adjective,3408
羡慕,xiànmù,to be envious of,4,Verb,3409
招聘,zhāopìn,recruitment,4,Noun,3410
招聘,zhāopìn,to seek applicants for a job,4,Verb,3410
完善,wánshàn,to make perfect; to improve,5,Verb,3417
胳膊,gēbo,arm,4,Noun,3419
剩,shèng,"to remain, to be left",4,Verb,3421
退休,tuìxiū,to retire,5,Verb,3422
逻辑,luóji,logic,5,Noun,3429
雷,léi,thunder,5,Noun,3430
滑,huá,slippery,5,Adjective,3432
承受,chéngshòu,to bear,5,Verb,3433
客厅,kètīng,living room (in one's home),4,Noun,3441
鸡蛋,jīdàn,(chicken) egg,2,Noun,3444
灰,huī,"ash, dust",5,Noun,3462
尽快,jìnkuài,as quickly as possible,5,Adverb,3464
形势,xíngshì,circumstances; situation; terrain,5,Noun,3470
度过,dùguò,to spend (time),5,Verb,3472
赶快,gǎnkuài,at once,5,Adverb,3476
平衡,pínghéng,balance,5,Noun,3480
平衡,pínghéng,to balance,5,Verb,3480
演讲,yǎnjiǎng,speech,5,Noun,3482
演讲,yǎnjiǎng,to make a speech,5,Verb,3482
导游,dǎoyóu,tour guide,4,Noun,3486
有名,yǒumíng,"famous, well-known",3,Adjective,3490
决心,juéxīn,determination,5,Noun,3491
欠,qiàn,to owe,5,Verb,3497
一共,yīgòng,altogether,3,Adverb,3498
笨,bèn,stupid,4,Adjective,3507
趋势,qūshì,"trend, tendency",5,Noun,3512
耐心,nàixīn,patience,4,Noun,3525
放松,fàngsōng,to loosen; to relax,4,Verb,3526
骄傲,jiāoào,proud,4,Adjective,3527
好奇,hàoqí,curious,5,Adjective,3531
保存,bǎocún,"to save (a file, etc.)",5,Verb,3532
商务,shāngwù,commercial affairs,5,Noun,3547
组合,zǔhé,to combine,5,Verb,3548
胸,xīong,chest,5,Noun,3558
娶,qǔ,to marry a woman,5,Verb,3560
飘,piāo,to float,5,Verb,3563
效率,xiàolǜ,efficiency,5,Noun,3568
被子,bèizi,"quilt, comforter",5,Noun,3569
外交,wàijiāo,diplomacy,5,Noun,3575
面包,miànbāo,bread,3,Noun,3577
挡,dǎng,"to obstruct, to block",5,Verb,3579
亲切,qīnqiè,amiable,5,Adjective,3586
洗澡,xǐzǎo,"to bathe, to take a shower",3,Verb,3588
祝福,zhùfú,blessings,5,Noun,3593
祝福,zhùfú,to wish someone well,5,Verb,3593
热爱,rè'ài,to love fervently,5,Verb,3596
开玩笑,kāi wánxiào,to play a joke; to make fun of; to joke,4,Phrase,3601
热烈,rèliè,enthusiastic,5,Adverb,3603
戏剧,xìjù,"drama, play",5,Noun,3604
犹豫,yóuyù,to hesitate,5,Verb,3607
难受,nánshòu,to feel unwell;to suffer pain;to be difficult to bear,4,Adjective,3608
影子,yǐngzi,shadow,5,Noun,3609
平安,píng'ān,safe and sound,5,Adjective,3610
教练,jiàoliàn,"coach, trainer",5,Noun,3613
偶然,ǒurán,"accidental, coincidental",5,Adjective,3614
偶然,ǒurán,accidentally,5,Adverb,3614
吵,chǎo,noisy,5,Adjective,3622
吵,chǎo,to argue,5,Verb,3622
优惠,yōuhuì,favorable treatment,5,Noun,3624
语气,yǔqì,tone of voice,5,Noun,3650
友谊,yǒuyì,friendship,4,Noun,3652
奇迹,qíjì,miracle,5,Noun,3654
收获,shōuhuò,"gain, benefit (e.g. from training: what you learned from it)",5,Noun,3655
收获,shōuhuò,"to gain, to benefit",5,Verb,3655
推广,tuīguǎng,to promote,5,Verb,3656
极其,jíqí,extremely,5,Adverb,3664
敏感,mǐngǎn,sensitive,5,Adjective,3667
盐,yán,salt,4,Noun,3670
滚,gǔn,to roll,5,Verb,3671
主张,zhǔzhāng,"to advocate, to stand for (a certain position)",5,Verb,3672
地理,dìlǐ,geography,5,Noun,3676
连忙,liánmáng,promptly,5,Adverb,3687
蛇,shé,snake,5,Noun,3692
国王,guówáng,king,5,Noun,3694
胡同,hútòng,alley (in traditional parts of Beijing),5,Noun,3695
幼儿园,yòuéryuán,kindergarten,5,Noun,3696
总算,zǒngsuàn,finally,5,Adverb,3698
请求,qǐngqiú,a request,5,Noun,3699
请求,qǐngqiú,to request,5,Verb,3699
主意,zhúyi,idea,4,Noun,3700
脏,zāng,dirty,4,Adjective,3707
列车,lièchē,(railway) train,5,Noun,3715
同情,tóngqíng,"sympathy, compassion",4,Noun,3717
同情,tóngqíng,to show sympathy for,4,Verb,3717
抬,tái,"to lift, to raise",4,Verb,3719
财产,cáichǎn,property,5,Noun,3721
数码,shùmǎ,digital,5,Noun,3727
聚会,jùhuì,"party, gathering",4,Noun,3732
聚会,jùhuì,to have a party,4,Verb,3732
季节,jìjié,"season, time",3,Noun,3734
股票,gǔpiào,"stock, share",5,Noun,3735
王子,wángzǐ,prince,5,Noun,3740
裤子,kùzi,long pants,3,Noun,3743
下雨,xiàyǔ,to rain,1,Verb,3746
秘书,mìshū,secretary,5,Noun,3752
装饰,zhuāngshì,decoration,5,Noun,3755
装饰,zhuāngshì,to decorate,5,Verb,3755
登记,dēngjì,to register,5,Verb,3756
顺便,shùnbiàn,while we're at it...,4,Adverb,3759
老鼠,lǎoshǔ,"rat, mouse",5,Noun,3763
酸,suān,sour; sore; acid,4,Adjective,3770
丝毫,sīháo,the slightest amount or degree,5,Adverb,3772
学历,xuélì,educational background,5,Noun,3775
单纯,dānchún,"simple, pure",5,Adjective,3777
感激,gǎnjī,to be grateful,5,Verb,3780
碎,suì,"to break into pieces, to shatter",5,Verb,3790
饮料,yǐnliào,"beverage, (non-alcoholic) drink",3,Noun,3791
抱怨,bàoyuàn,complaint,5,Noun,3792
抱怨,bàoyuàn,to complain,5,Verb,3792
铃,líng,(small) bell,5,Noun,3793
博物馆,bówùguǎn,museum,5,Noun,3794
打听,dǎting,to ask about,5,Verb,3800
节日,jiérì,"holiday, festival",3,Noun,3802
吃惊,chījīng,to be surprised,4,Verb,3804
营养,yíngyǎng,nutrition,5,Noun,3808
接待,jiēdài,to receive (a visitor),5,Verb,3810
烦恼,fánnǎo,"annoyances, pains, troubling matters",4,Adjective,3813
粮食,liángshi,"foodstuff, cereals",5,Noun,3817
后果,hòuguǒ,consequences,5,Noun,3821
服务员,fúwùyuán,"(food) server, waiter, waitress",2,Noun,3822
紧急,jǐnjí,"urgent, pressing",5,Adjective,3824
玩具,wánjù,a toy,5,Noun,3826
帽子,màozi,"hat, cap, hood (of a jacket)",3,Noun,3827
象征,xiàngzhēng,symbol,5,Noun,3828
象征,xiàngzhēng,to symbolize,5,Verb,3828
蹲,dūn,to squat down,5,Verb,3830
平等,píngděng,equal,5,Adjective,3832
平等,píngděng,equality,5,Noun,3832
浓,nóng,"concentrated, dense, strong",5,Adjective,3834
扶,fú,"to physically support (with one's hands), to help up",5,Verb,3839
左边,zuǒbian,the left side; to the left of,2,Noun,3841
亲戚,qīnqi,relatives,4,Noun,3845
电梯,diàntī,elevator; escalator,3,Noun,3852
抄,chāo,to make a copy,5,Verb,3853
积累,jīlěi,to accumulate,4,Verb,3857
模糊,móhu,"vague, blurry",5,Adjective,3859
镜子,jìngzi,mirror,4,Verb,3860
嫁,jià,(of a woman) to marry,5,Verb,3863
帅,shuài,handsome,4,Adjective,3865
遵守,zūnshǒu,"to obey, to abide by (some rules)",5,Verb,3867
单独,dāndú,alone,5,Adverb,3876
逐步,zhúbù,"progressively, by steps",5,Adverb,3883
火车站,huǒchēzhàn,train station,2,Noun,3895
秩序,zhìxù,social order,5,Noun,3897
植物,zhíwù,plant,4,Noun,3901
丑,chǒu,ugly,5,Adjective,3904
法院,fǎyuàn,court of law,5,Noun,3911
其次,qícì,next,4,Preposition,3923
脾气,píqi,"temper, temperament",4,Noun,3934
除非,chúfēi,unless; besides,5,Conjunction,3941
性质,xìngzhì,"nature, characteristic",5,Noun,3947
其余,qíyú,the others,5,Adjective,3951
笔记本,bǐjìběn,notebook,3,Noun,3957
跳舞,tiàowǔ,to dance (a dance),2,Verb,3961
家具,jiājù,furniture,4,Noun,3962
斜,xié,inclined,5,Adjective,3963
原谅,yuánliàng,to forgive,4,Verb,3966
爱好,àihào,hobby,3,Noun,3969
诗歌,shīgē,poem,5,Noun,3974
豪华,háohuá,luxurious,5,Adjective,3976
傍晚,bàngwǎn,evening,5,Noun,3978
客观,kèguān,objective (opposite of subjective),5,Adjective,3987
出席,chūxí,to attend (an official event),5,Verb,3988
轻易,qīngyì,"easily, lightly, rashly",5,Adverb,3995
污染,wūrǎn,pollution; contamination,4,Noun,4000
污染,wūrǎn,to pollute,4,Verb,4000
讲究,jiǎngjiu,to pay particular attention to,5,Adjective,4003
讲究,jiǎngjiu,"to pay particular attention to, to be focused on",5,Verb,4003
谈判,tánpàn,to negotiate,5,Verb,4012
友好,yǒuhǎo,friendly,4,Adjective,4016
勇敢,yǒnggǎn,brave,4,Adjective,4019
趁,chèn,take advantage of,5,Preposition,4020
伙伴,huǒbàn,partner,5,Noun,4023
缺少,quēshǎo,to lack,4,Verb,4027
转变,zhuǎnbiàn,to transform,5,Verb,4029
义务,yìwù,"duty, obligation",5,Noun,4036
涨,zhǎng,"to rise (of prices, water levels)",5,Verb,4037
幽默,yōumò,humorous,4,Adjective,4041
毛病,máobìng,"defect, fault",5,Noun,4049
划,huá,"to row, to paddle",5,Verb,4069
事先,shìxiān,"in advance, beforehand",5,Adverb,4080
传真,chuánzhēn,to send by fax,4,Verb,4086
待遇,dàiyù,"treatment, pay",5,Noun,4095
右边,yòubian,right side; to the right,2,Noun,4096
卧室,wòshì,bedroom,5,Noun,4097
嘉宾,jiābīn,honored guest,5,Noun,4102
车厢,chēxiāng,"carriage, train car",5,Noun,4106
辣,là,spicy,4,Adjective,4107
拆,chāi,to tear open,5,Verb,4108
稍微,shāowēi,a little bit,4,Adverb,4110
包含,bāohán,"to contain, to embody",5,Verb,4111
落后,luòhòu,to fall behind,5,Verb,4118
游泳,yóuyǒng,swimming,2,Noun,4120
游泳,yóuyǒng,to swim,2,Verb,4120
困,kùn,sleepy,4,Adjective,4125
打扮,dǎban,"to dress up, to make oneself up; to dress up (as)",4,Verb,4132
发达,fādá,developed,5,Adjective,4135
坚强,jiānqiáng,"strong, staunch",5,Adjective,4150
教训,jiàoxun,to lecture (on principles),5,Noun,4154
教训,jiàoxun,to lecture (on issues of morality),5,Verb,4154
合法,héfǎ,"legal, lawful",5,Adjective,4157
汇率,huìlǜ,exchange rate,5,Noun,4163
休闲,xiūxián,leisure,5,Noun,4171
过分,guòfèn,"excessive, over the top",5,Adjective,4182
叶子,yèzi,leaf,4,Noun,4186
病毒,bìngdú,virus,5,Noun,4188
减肥,jiǎnféi,to lose weight,4,Verb,4190
出色,chūsè,outstanding,5,Adjective,4194
力气,lìqi,strength,4,Noun,4203
说不定,shuōbudìng,"can't say for sure, maybe",5,Verb,4205
珍惜,zhēnxī,"to cherish, to value",5,Verb,4209
交换,jiāohuàn,"to exchange, to swap",5,Verb,4217
空调,kōngtiáo,air conditioning,3,Noun,4219
相似,xiāngsì,similarity,5,Noun,4221
相似,xiāngsì,to resemble,5,Verb,4221
受不了,shòu buliǎo,to be unable to stand,4,Phrase,4223
委屈,wěiqu,to feel wronged,5,Verb,4224
弱,ruò,"weak, inferior",5,Adjective,4225
砍,kǎn,to chop,5,Verb,4228
没关系,méi guānxì,it doesn’t matter,1,Phrase,4231
怀念,huáiniàn,to reminisce about,5,Verb,4239
描写,miáoxiě,to describe,5,Verb,4242
晒,shài,"to sun, to put out to dry; to show off (e.g. photos on WeChat)",5,Verb,4248
录音,lùyīn,(audio) recording,5,Noun,4252
录音,lùyīn,to record (audio),5,Verb,4252
发明,fāmíng,invention,5,Noun,4257
发明,fāmíng,to invent,5,Verb,4257
复制,fùzhì,"to copy (text), to duplicate",5,Verb,4258
赔偿,péicháng,compensation,5,Noun,4260
赔偿,péicháng,to compensate,5,Verb,4260
个别,gèbié,"individual, specific, respective",5,Adjective,4265
对比,duìbǐ,to contrast,5,Verb,4267
佩服,pèifú,to admire,5,Verb,4273
运输,yùnshū,transport,5,Noun,4275
瞎,xiā,"blindly, groundlessly, foolishly",5,Adverb,4281
拥抱,yōngbào,a hug,5,Noun,4284
拥抱,yōngbào,to hug,5,Verb,4284
行人,xíngrén,pedestrian,5,Noun,4290
护照,hùzhào,passport,3,Noun,4292
庆祝,qìngzhù,to celebrate,5,Verb,4296
驾驶,jiàshǐ,"to pilot, to drive",5,Verb,4314
摘,zhāi,"to take off an accessory; to pick (fruit, etc.)",5,Verb,4315
差距,chājù,"discrepancy, difference",5,Noun,4319
地道,dìdao,authentic,5,Adjective,4324
违反,wéifǎn,"to violate, to break (a rule or law)",5,Verb,4326
实用,shíyòng,practical,5,Adjective,4330
排队,páiduì,to line up,4,Verb,4336
捡,jiǎn,to pick up,5,Verb,4338
冷静,lěngjìng,calm; cool-headed,4,Adjective,4344
普通话,pǔtōnghuà,"Mandarin (lit. ""common speech"")",3,Noun,4345
普通话,pǔtōnghuà,"Mandarin (lit. ""common speech"")",4,Noun,4345
阳台,yángtái,balcony,5,Noun,4350
蔬菜,shūcài,vegetables,5,Noun,4354
物理,wùlǐ,physics,5,Noun,4359
邮局,yóujú,post office,4,Noun,4365
婚礼,hūnlǐ,wedding ceremony; wedding,5,Noun,4371
温度,wēndù,temperature,4,Noun,4380
化学,huàxué,chemistry,5,Noun,4386
万一,wànyī,"in the event that, what if; just in case",5,Conjunction,4401
密切,mìqiè,"intimate, closely related",5,Adjective,4413
京剧,jīngjù,Beijing opera,4,Noun,4417
应付,yìngfu,"to deal with, to cope",5,Verb,4418
实习,shíxí,internship,5,Noun,4422
实习,shíxí,to intern,5,Verb,4422
会计,kuàijì,accountant; accounting,5,Noun,4424
感冒,gǎnmào,"to catch cold, to have a cold; a cold",3,Verb,4428
盆,pén,[measure word for something in a pot],5,Measure Word,4429
盆,pén,flower pot,5,Noun,4429
抽烟,chōuyān,to smoke,4,Verb,4430
挥,huī,to wave (one's hand),5,Verb,4440
戒,jiè,"to give up or quit doing (e.g. alcohol, smoking)",5,Verb,4442
相处,xiāngchǔ,"to associate with, to interact with",5,Verb,4444
一律,yīlǜ,without exception,5,Adverb,4448
否认,fǒurèn,to deny,5,Verb,4452
蝴蝶,húdié,butterfly,5,Noun,4458
球迷,qiúmí,sports fan,5,Noun,4463
神话,shénhuà,myth,5,Noun,4470
冻,dòng,to freeze,5,Verb,4480
表面,biǎomiàn,surface,5,Noun,4481
日常,rìcháng,"daily, routine",5,Noun,4486
来不及,láibují,to not have enough time to,4,Verb,4489
急忙,jímáng,hastily,5,Adverb,4493
礼貌,lǐmào,polite,4,Adjective,4494
礼貌,lǐmào,"politeness, manners",4,Noun,4494
匹,pī,[measure word for houses],5,Measure Word,4496
格外,géwài,especially,5,Adverb,4501
隔壁,gébì,next door,5,Noun,4503
名牌,míngpái,famous brand,5,Noun,4505
古典,gǔdiǎn,classical,5,Adjective,4513
青少年,qīngshàonián,"adolescent, teenager",5,Noun,4520
活跃,huóyuè,"active, lively",5,Adjective,4524
阻止,zǔzhǐ,"to prevent, to block",5,Verb,4528
信号,xìnhào,signal,5,Noun,4529
运气,yùnqi,luck,5,Noun,4530
歇,xiē,to take a break,5,Verb,4534
怀孕,huáiyùn,to become pregnant,5,Verb,4552
道歉,dàoqiàn,to apologize,4,Verb,4557
夸张,kuāzhāng,exaggerated,5,Adjective,4558
夸张,kuāzhāng,to exaggerate,5,Verb,4558
迎接,yíngjiē,to welcome,5,Verb,4572
姿势,zīshì,"posture, position",5,Noun,4581
奋斗,fèndòu,struggles,5,Noun,4584
奋斗,fèndòu,"to strive, to struggle",5,Verb,4584
代替,dàitì,to substitute; instead,5,Verb,4590
疑问,yíwèn,"quesiton, doubt",5,Noun,4598
光明,guāngmíng,"light, the light",5,Noun,4599
衬衫,chènshān,dress shirt,3,Noun,4620
逗,dòu,amusing,5,Adjective,4626
逗,dòu,to tease,5,Verb,4626
否定,fǒudìng,to negate,5,Verb,4629
合格,hégé,"qualified, up to standard",4,Adjective,4633
合格,hégé,to meet standard,4,Verb,4633
约会,yuēhuì,appointment; engagement; date;,4,Noun,4634
约会,yuēhuì,"to date, to go to an appointment",4,Verb,4634
生动,shēngdòng,"vivid, lively",5,Adverb,4645
甩,shuǎi,"to fling, to throw off, to dump (a love interest)",5,Verb,4654
本质,běnzhì,"essence, nature",5,Noun,4660
讲座,jiǎngzuò,(academic) lecture,5,Noun,4675
尊敬,zūnjìng,to respect,5,Verb,4683
透明,tòumíng,transparent,5,Adjective,4687
歪,wāi,"crooked, askew",5,Adjective,4691
无所谓,wúsuǒwèi,"to be indifferent, to not to matter",5,Verb,4695
哪怕,nǎpà,"even if, even though",5,Conjunction,4706
漏,lòu,"to leak, to mistakenly leave out",5,Verb,4708
散步,sànbù,to take a walk,4,Verb,4714
气候,qìhòu,climate,4,Noun,4724
爱心,àixīn,"compassion, kindness",5,Noun,4730
辅导,fǔdǎo,guidance,5,Noun,4733
辅导,fǔdǎo,to give guidance,5,Verb,4733
优美,yōuměi,"graceful, fine",5,Adjective,4735
递,dì,to hand over,5,Verb,4737
字母,zìmǔ,letter (of the alphabet),5,Noun,4743
未必,wèibì,not necessarily,5,Adverb,4749
模仿,mófǎng,to imitate,5,Verb,4761
台阶,táijiē,step(s),5,Noun,4766
勿,wù,do not,5,Verb,4767
长江,Cháng Jiāng,the Yangtze River,4,Noun,4768
厘米,límǐ,centimeter (cm),5,Measure Word,4777
舒适,shūshì,"cozy, comfy",5,Adjective,4787
成分,chéngfèn,"ingredient, component",5,Noun,4835
生长,shēngzhǎng,"to grow up, to develop",5,Verb,4850
前途,qiántú,"prospects, future outlook",5,Noun,4851
总裁,zǒngcái,"director, CEO",5,Noun,4859
难怪,nánguài,no wonder,5,Conjunction,4871
沙漠,shāmò,desert,5,Noun,4875
伸,shēn,to stretch (out),5,Verb,4877
伞,sǎn,"umbrella, parasol",3,Noun,4881
信封,xìnfēng,envelope,4,Noun,4882
皮鞋,píxié,leather shoes,3,Noun,4888
善于,shànyú,to be good at,5,Verb,4889
吸收,xīshōu,to absorb,5,Verb,4895
牙齿,yáchǐ,"tooth, teeth",5,Noun,4898
叙述,xùshù,to relate (a story or information),5,Verb,4902
蛋糕,dàngāo,cake,3,Noun,4909
玉米,yùmǐ,corn,5,Noun,4912
营业,yíngyè,to do business,5,Verb,4913
雾,wù,fog,5,Noun,4917
懒,lǎn,lazy,4,Adjective,4943
缺点,quēdiǎn,"weak point, weakness",4,Noun,4951
捐,juān,to donate,5,Verb,4960
规矩,guīju,established practices,5,Noun,4972
包子,bāozi,steamed (stuffed) bun,4,Noun,4974
议论,yìlùn,discussion,5,Noun,4984
议论,yìlùn,to discuss,5,Verb,4984
迟到,chídào,to arrive late,3,Verb,4991
字幕,zìmù,subtitles,5,Noun,4993
乘坐,chéngzuò,to ride (in a vehicle),4,Verb,4997
一再,yīzài,repeatedly,5,Adverb,4998
维修,wéixiū,maintenance,5,Noun,5000
维修,wéixiū,to maintain,5,Verb,5000
改进,gǎijìn,to improve,5,Verb,5003
称呼,chēnghu,form of address,5,Noun,5018
称呼,chēnghu,to address (someone) as,5,Verb,5018
活泼,huópo,lively,4,Adjective,5025
自觉,zìjué,self-aware,5,Adjective,5033
自豪,zìháo,proud (of one's achievements etc),5,Adjective,5044
华裔,huáyì,person of Chinese heritage,5,Noun,5050
出差,chūchāi,to go on a business trip,4,Verb,5063
顺序,shùnxù,"order, sequence",4,Noun,5064
天真,tiānzhēn,"naive, innocent",5,Adjective,5069
海洋,hǎiyáng,ocean,4,Noun,5071
围绕,wéirào,"to revolve around, to encircle",5,Verb,5073
展览,zhǎnlǎn,"exhibit, display",5,Noun,5081
词语,cíyǔ,"word, expression",3,Noun,5082
词语,cíyǔ,"word, expression",4,Noun,5082
争论,zhēnglùn,argument,5,Noun,5084
争论,zhēnglùn,"to argue, to debate",5,Verb,5084
孙子,sūnzi,grandson,4,Noun,5093
陆续,lùxù,in succession,5,Adverb,5104
催,cuī,to urge,5,Verb,5109
窄,zhǎi,narrow,5,Adjective,5116
胃,wèi,stomach,5,Noun,5123
纪录,jìlù,variant of 记录,5,Noun,5129
兔子,tùzi,rabbit,5,Noun,5130
想念,xiǎngniàn,to miss (someone or something),5,Verb,5142
灵活,línghuó,"flexible, nimble, agile",5,Adjective,5144
生病,shēngbìng,"to fall ill, to get sick",2,Verb,5154
与其,yǔqí,rather than...,5,Conjunction,5155
整齐,zhěngqí,"neat, tidy",5,Adjective,5180
宝贵,bǎoguì,"valuable, precious",5,Adjective,5181
何必,hébì,there is no need,5,Conjunction,5185
辞职,cízhí,to resign,5,Verb,5186
嗓子,sǎngzi,"throat, voice",5,Noun,5200
裙子,qúnzi,"dress, skirt",3,Noun,5215
金属,jīnshǔ,metal,5,Noun,5217
优点,yōudiǎn,"strong point, strength",4,Noun,5233
柜台,guìtái,"front desk, service counter",5,Noun,5234
舍不得,shěbude,"to begrudge doing, to hate to part with",5,Verb,5256
杯子,bēizi,cup,1,Noun,5257
杯子,bēizi,"cup, glass",3,Noun,5257
老虎,lǎohǔ,tiger,4,Noun,5258
卫生间,wèishēngjiān,restroom,4,Noun,5260
预防,yùfáng,to prevent,5,Verb,5264
猴子,hóuzi,monkey,5,Noun,5268
黄河,HuángHé,"Yellow River, Huang He",3,Noun,5301
嫩,nèn,tender,5,Adjective,5303
豆腐,dòufu,tofu,5,Noun,5324
心脏,xīnzàng,heart (the organ),5,Noun,5329
肌肉,jīròu,muscle,5,Noun,5332
燃烧,ránshāo,to burn,5,Verb,5336
乐观,lèguān,optimistic,5,Adjective,5346
闯,chuǎng,to charge through,5,Verb,5350
流泪,liúlèi,to shed tears,5,Verb,5368
老实,lǎoshí,"honest, naive",5,Adjective,5369
游览,yóulǎn,to go sightseeing,5,Verb,5378
铅笔,qiānbǐ,pencil,2,Noun,5381
铅笔,qiānbǐ,pencil,3,Noun,5381
矮,ǎi,short,3,Adjective,5385
分布,fēnbù,to distribute,5,Verb,5390
打招呼,dǎ zhāohu,to greet somebody,4,Phrase,5394
口味,kǒuwèi,"flavor, taste",5,Noun,5429
借口,jièkǒu,excuse,5,Noun,5437
失业,shīyè,to lose one's job,5,Verb,5443
有利,yǒulì,"advantageous, favorable",5,Adjective,5465
地震,dìzhèn,earthquake,5,Noun,5468
披,pī,to drape over one's shoulders,5,Verb,5477
景色,jǐngsè,"scenery, landscape",4,Noun,5485
烫,tàng,too hot to touch,5,Adjective,5489
烫,tàng,to scald; to iron; to perm (hair),5,Verb,5489
倒霉,dǎoméi,to have bad luck,5,Verb,5492
艰苦,jiānkǔ,difficult,5,Adjective,5503
业余,yèyú,"spare time, amateur",5,Adjective,5518
翅膀,chìbǎng,wing,5,Noun,5529
舅舅,jiùjiu,uncle (mother's brother),5,Noun,5542
饱,bǎo,full (from eating),3,Adjective,5551
志愿者,zhìyuànzhě,a volunteer,5,Noun,5554
美术,měishù,fine arts,5,Noun,5558
